  0.00000000E+00 -0.34309754E+01
  0.20162287E-01 -0.34378842E+01
  0.40324575E-01 -0.34582841E+01
  0.60486862E-01 -0.34912445E+01
  0.80649149E-01 -0.35353833E+01
  0.10081144E+00 -0.35890591E+01
  0.12097372E+00 -0.36505506E+01
  0.14113601E+00 -0.37181934E+01
  0.16129830E+00 -0.37904654E+01
  0.18146059E+00 -0.38660278E+01
  0.20162287E+00 -0.39437357E+01
  0.22178516E+00 -0.40226308E+01
  0.24194745E+00 -0.41019245E+01
  0.26210973E+00 -0.41809779E+01
  0.28227202E+00 -0.42592817E+01
  0.30243431E+00 -0.43364375E+01
  0.32259660E+00 -0.44121410E+01
  0.34275888E+00 -0.44861676E+01
  0.36292117E+00 -0.45583591E+01
  0.38308346E+00 -0.46286129E+01
  0.40324575E+00 -0.46968716E+01
  0.42340803E+00 -0.47631144E+01
  0.44357032E+00 -0.48273489E+01
  0.46373261E+00 -0.48896035E+01
  0.48389489E+00 -0.49499209E+01
  0.50405718E+00 -0.50083518E+01
  0.52421947E+00 -0.50649492E+01
  0.54438176E+00 -0.51197636E+01
  0.56454404E+00 -0.51728384E+01
  0.58470633E+00 -0.52242064E+01
  0.60486862E+00 -0.52738865E+01
  0.62503091E+00 -0.53218820E+01
  0.64519319E+00 -0.53681791E+01
  0.66535548E+00 -0.54127462E+01
  0.68551777E+00 -0.54555344E+01
  0.70568006E+00 -0.54964783E+01
  0.72584234E+00 -0.55354978E+01
  0.74600463E+00 -0.55725001E+01
  0.76616692E+00 -0.56073822E+01
  0.78632920E+00 -0.56400341E+01
  0.80649149E+00 -0.56703414E+01
  0.82665378E+00 -0.56981885E+01
  0.84681607E+00 -0.57234617E+01
  0.86697835E+00 -0.57460516E+01
  0.88714064E+00 -0.57658561E+01
  0.90730293E+00 -0.57827822E+01
  0.92746522E+00 -0.57967481E+01
  0.94762750E+00 -0.58076850E+01
  0.96778979E+00 -0.58155379E+01
  0.98795208E+00 -0.58202670E+01
  0.10080223E+01 -0.58218480E+01
  0.10280924E+01 -0.58198068E+01
  0.10481626E+01 -0.58136962E+01
  0.10682328E+01 -0.58035647E+01
  0.10883030E+01 -0.57894926E+01
  0.11083731E+01 -0.57715912E+01
  0.11284433E+01 -0.57500014E+01
  0.11485135E+01 -0.57248922E+01
  0.11685837E+01 -0.56964583E+01
  0.11886538E+01 -0.56649173E+01
  0.12087240E+01 -0.56305067E+01
  0.12287942E+01 -0.55934796E+01
  0.12488644E+01 -0.55541004E+01
  0.12689345E+01 -0.55126395E+01
  0.12890047E+01 -0.54693682E+01
  0.13090749E+01 -0.54245524E+01
  0.13291451E+01 -0.53784463E+01
  0.13492152E+01 -0.53312866E+01
  0.13692854E+01 -0.52832860E+01
  0.13893556E+01 -0.52346274E+01
  0.14094258E+01 -0.51854584E+01
  0.14294959E+01 -0.51358866E+01
  0.14495661E+01 -0.50859757E+01
  0.14696363E+01 -0.50357428E+01
  0.14897065E+01 -0.49851561E+01
  0.15097766E+01 -0.49341349E+01
  0.15298468E+01 -0.48825499E+01
  0.15499170E+01 -0.48302254E+01
  0.15699872E+01 -0.47769420E+01
  0.15900574E+01 -0.47224419E+01
  0.16101275E+01 -0.46664332E+01
  0.16301977E+01 -0.46085971E+01
  0.16502679E+01 -0.45485946E+01
  0.16703381E+01 -0.44860741E+01
  0.16904082E+01 -0.44206798E+01
  0.17104784E+01 -0.43520601E+01
  0.17305486E+01 -0.42798754E+01
  0.17506188E+01 -0.42038068E+01
  0.17706889E+01 -0.41235635E+01
  0.17907591E+01 -0.40388901E+01
  0.18108293E+01 -0.39495728E+01
  0.18308995E+01 -0.38554452E+01
  0.18509696E+01 -0.37563925E+01
  0.18710398E+01 -0.36523551E+01
  0.18911100E+01 -0.35433299E+01
  0.19111802E+01 -0.34293719E+01
  0.19312503E+01 -0.33105928E+01
  0.19513205E+01 -0.31871596E+01
  0.19713907E+01 -0.30592908E+01
  0.19914609E+01 -0.29272524E+01
  0.20115310E+01 -0.27913519E+01
  0.20316012E+01 -0.26519319E+01
  0.20516714E+01 -0.25093628E+01
  0.20717416E+01 -0.23640346E+01
  0.20918117E+01 -0.22163488E+01
  0.21118819E+01 -0.20667096E+01
  0.21319521E+01 -0.19155158E+01
  0.21520223E+01 -0.17631526E+01
  0.21726003E+01 -0.16099837E+01
  0.21931784E+01 -0.16220030E+01
  0.22137564E+01 -0.16327253E+01
  0.22343345E+01 -0.16422678E+01
  0.22549125E+01 -0.16508159E+01
  0.22754906E+01 -0.16586366E+01
  0.22960686E+01 -0.16660834E+01
  0.23166467E+01 -0.16735906E+01
  0.23372247E+01 -0.16816599E+01
  0.23578028E+01 -0.16908394E+01
  0.23783808E+01 -0.17017011E+01
  0.23989589E+01 -0.17148191E+01
  0.24195369E+01 -0.17307534E+01
  0.24401150E+01 -0.17500369E+01
  0.24606930E+01 -0.17731674E+01
  0.24812710E+01 -0.18005999E+01
  0.25018491E+01 -0.18327383E+01
  0.25224271E+01 -0.18699253E+01
  0.25430052E+01 -0.19124295E+01
  0.25635832E+01 -0.19604311E+01
  0.25838239E+01 -0.20140090E+01
  0.26040646E+01 -0.20721166E+01
  0.26243054E+01 -0.21354451E+01
  0.26445461E+01 -0.22037456E+01
  0.26647868E+01 -0.22766719E+01
  0.26850275E+01 -0.23537978E+01
  0.27052682E+01 -0.24346388E+01
  0.27255089E+01 -0.25186772E+01
  0.27457496E+01 -0.26053874E+01
  0.27659903E+01 -0.26942585E+01
  0.27862310E+01 -0.27848115E+01
  0.28064717E+01 -0.28766125E+01
  0.28267124E+01 -0.29692780E+01
  0.28469531E+01 -0.30624760E+01
  0.28671938E+01 -0.31559214E+01
  0.28874345E+01 -0.32493685E+01
  0.29076752E+01 -0.33426014E+01
  0.29279159E+01 -0.34354230E+01
  0.29481566E+01 -0.35276453E+01
  0.29683973E+01 -0.36190804E+01
  0.29886380E+01 -0.37095333E+01
  0.30088787E+01 -0.37987985E+01
  0.30291194E+01 -0.38866574E+01
  0.30493601E+01 -0.39728803E+01
  0.30696008E+01 -0.40572305E+01
  0.30898415E+01 -0.41394701E+01
  0.31100822E+01 -0.42193692E+01
  0.31303229E+01 -0.42967158E+01
  0.31505636E+01 -0.43713266E+01
  0.31708043E+01 -0.44430583E+01
  0.31910450E+01 -0.45118179E+01
  0.32112857E+01 -0.45775718E+01
  0.32315264E+01 -0.46403526E+01
  0.32517672E+01 -0.47002627E+01
  0.32720079E+01 -0.47574741E+01
  0.32922486E+01 -0.48122244E+01
  0.33124893E+01 -0.48648079E+01
  0.33327300E+01 -0.49155635E+01
  0.33529707E+01 -0.49648577E+01
  0.33732114E+01 -0.50130657E+01
  0.33934521E+01 -0.50605502E+01
  0.34136928E+01 -0.51076403E+01
  0.34339335E+01 -0.51546111E+01
  0.34541742E+01 -0.52016662E+01
  0.34744149E+01 -0.52489233E+01
  0.34946556E+01 -0.52964051E+01
  0.35148963E+01 -0.53440343E+01
  0.35351370E+01 -0.53916350E+01
  0.35553777E+01 -0.54389380E+01
  0.35756184E+01 -0.54855906E+01
  0.35958591E+01 -0.55311700E+01
  0.36160998E+01 -0.55751997E+01
  0.36363405E+01 -0.56171665E+01
  0.36565812E+01 -0.56565394E+01
  0.36768219E+01 -0.56927874E+01
  0.36970626E+01 -0.57253973E+01
  0.37173033E+01 -0.57538898E+01
  0.37375440E+01 -0.57778342E+01
  0.37577847E+01 -0.57968604E+01
  0.37780254E+01 -0.58106699E+01
  0.37982661E+01 -0.58190437E+01
  0.38184284E+01 -0.58218480E+01
  
  0.00000000E+00 -0.82982321E+00
  0.20162287E-01 -0.82074813E+00
  0.40324575E-01 -0.79382175E+00
  0.60486862E-01 -0.74994625E+00
  0.80649149E-01 -0.69045673E+00
  0.10081144E+00 -0.61693081E+00
  0.12097372E+00 -0.53101004E+00
  0.14113601E+00 -0.43426532E+00
  0.16129830E+00 -0.32811419E+00
  0.18146059E+00 -0.21378258E+00
  0.20162287E+00 -0.92297601E-01
  0.22178516E+00  0.35500899E-01
  0.24194745E+00  0.16893937E+00
