      0.00000000      9.65800000
      0.07536465      9.64500000
      0.15072929      9.60100000
      0.22609394      9.51800000
      0.30145858      9.38500000
      0.37682323      9.18800000
      0.45218788      8.92000000
      0.52755252      8.59100000
      0.60291717      8.22000000
      0.67828181      7.83000000
      0.75364646      7.44100000
      0.82901111      7.06600000
      0.90437575      6.71600000
      0.97974040      6.39800000
      1.05510504      6.11500000
      1.13046969      5.87200000
      1.20583434      5.67000000
      1.28119898      5.51200000
      1.35656363      5.39800000
      1.43192828      5.32900000
      1.50729292      5.30600000
      1.59431652      5.33700000
      1.68134012      5.42800000
      1.76836371      5.58000000
      1.85538731      5.79000000
      1.94241091      6.05800000
      2.02943451      6.38000000
      2.11645811      6.75200000
      2.20348170      7.16800000
      2.29050530      7.61800000
      2.37752890      8.08800000
      2.46455250      8.55300000
      2.55157609      8.98000000
      2.63859969      9.33100000
      2.72562329      9.58000000
      2.81264689      9.73100000
      2.89967049      9.81100000
      2.98669408      9.84800000
      3.07371768      9.86100000
      3.16074128      9.86500000
      3.24776488      9.86600000
      3.29127668      9.86900000
      3.33478847      9.88000000
      3.37830027      9.89800000
      3.42181207      9.92200000
      3.46532387      9.95300000
      3.50883567      9.99000000
      3.55234747     10.03300000
      3.59585927     10.08100000
      3.63937107     10.13300000
      3.68288287     10.18800000
      3.72639466     10.24500000
      3.76990646     10.30300000
      3.81341826     10.36100000
      3.85693006     10.41700000
      3.90044186     10.46900000
      3.94395366     10.51500000
      3.98746546     10.55400000
      4.03097726     10.58300000
      4.07448905     10.60200000
      4.11800085     10.60800000
      4.17953583     10.61300000
      4.24107081     10.63000000
      4.30260579     10.65800000
      4.36414076     10.69600000
      4.42567574     10.74600000
      4.48721072     10.80600000
      4.54874570     10.78200000
      4.61028068     10.66900000
      4.67181565     10.55000000
      4.73335061     10.42900000
      4.79488559     10.30800000
      4.85642057     10.19000000
      4.91795555     10.07800000
      4.97949052      9.97400000
      5.04102550      9.88300000
      5.10256048      9.80400000
      5.16409546      9.74200000
      5.22563044      9.69600000
      5.28716541      9.66800000
      5.34870037      9.65800000
      5.40199124      9.66500000
      5.45528209      9.68600000
      5.50857294      9.72100000
      5.56186379      9.76900000
      5.61515464      9.82800000
      5.66844550      9.89900000
      5.72173635      9.97900000
      5.77502720     10.06700000
      5.82831805     10.15900000
      5.88160890     10.25300000
      5.93489975     10.34400000
      5.98819062     10.42900000
      6.04148147     10.50000000
      6.09477232     10.55300000
      6.14806317     10.58300000
      6.20135402     10.58800000
      6.25464488     10.57100000
      6.30793573     10.53700000
