G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
N                             101         0.8227748950      0.2500000000     -0.2500000000      0.2500000000
X                             201         1.6455497900      0.0000000000      0.0000000000      0.5000000000
G                             342         2.8091292053      0.0000000000      0.0000000000      0.0000000000
M                             371         3.0470169835      0.2500000000      0.2500000000     -0.2500000000
